Dates	Category	Descript	DayOfWeek	PdDistrict	Resolution	Address	X	Y
5/13/2015 5:55	LARCENY/THEFT	ATTEMPTED GRAND THEFT PURSESNATCH	Wednesday	NORTHERN	NONE	300 Block of GROVE ST	-122.4223481	37.77786178
5/13/2015 5:55	ROBBERY	ATTEMPTED ROBBERY WITH BODILY FORCE	Wednesday	NORTHERN	NONE	300 Block of GROVE ST	-122.4223481	37.77786178
5/13/2015 5:45	LARCENY/THEFT	ATTEMPTED THEFT FROM LOCKED VEHICLE	Wednesday	PARK	NONE	0 Block of CLIFFORD TR	-122.4436185	37.76395203
5/13/2015 5:45	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"	Wednesday	PARK	NONE	0 Block of CLIFFORD TR	-122.4436185	37.76395203
5/13/2015 5:25	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER	Wednesday	NORTHERN	"ARREST, BOOKED"	900 Block of OFARRELL ST	-122.4203754	37.78480062
5/13/2015 5:25	SECONDARY CODES	DOMESTIC VIOLENCE	Wednesday	NORTHERN	"ARREST, BOOKED"	900 Block of OFARRELL ST	-122.4203754	37.78480062
5/13/2015 5:10	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Wednesday	TENDERLOIN	NONE	JONES ST / GOLDEN GATE AV	-122.4122242	37.78207293
5/13/2015 5:00	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE	Wednesday	NORTHERN	"ARREST, BOOKED"	1300 Block of WEBSTER ST	-122.4310464	37.78302957
5/13/2015 5:00	BURGLARY	"BURGLARY OF STORE, FORCIBLE ENTRY"	Wednesday	NORTHERN	"ARREST, BOOKED"	1300 Block of WEBSTER ST	-122.4310464	37.78302957
5/13/2015 5:00	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS W/PRIORS	Wednesday	NORTHERN	"ARREST, BOOKED"	1300 Block of WEBSTER ST	-122.4310464	37.78302957
5/13/2015 4:45	ASSAULT	THREATS AGAINST LIFE	Wednesday	SOUTHERN	NONE	1500 Block of MARKET ST	-122.4196667	37.77468233
5/13/2015 4:45	KIDNAPPING	KIDNAPPING DURING ROBBERY	Wednesday	SOUTHERN	NONE	1500 Block of MARKET ST	-122.4196667	37.77468233
5/13/2015 4:45	ROBBERY	"ROBBERY,  ATM, GUN"	Wednesday	SOUTHERN	NONE	1500 Block of MARKET ST	-122.4196667	37.77468233
5/13/2015 4:05	ROBBERY	"ROBBERY, BODILY FORCE"	Wednesday	INGLESIDE	NONE	SAINT MARYS AV / MISSION ST	-122.4261146	37.73395413
5/13/2015 4:05	OTHER OFFENSES	CONSPIRACY	Wednesday	INGLESIDE	NONE	SAINT MARYS AV / MISSION ST	-122.4261146	37.73395413
5/13/2015 4:05	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"	Wednesday	INGLESIDE	NONE	SAINT MARYS AV / MISSION ST	-122.4261146	37.73395413
5/13/2015 4:00	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO	Wednesday	TARAVAL	NONE	700 Block of MOUNT VERNON AV	-122.45121	37.71957244
5/13/2015 3:09	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Wednesday	NORTHERN	NONE	1000 Block of POLK ST	-122.4198583	37.78613713
5/13/2015 2:33	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Wednesday	TARAVAL	NONE	1400 Block of 17TH AV	-122.4748575	37.76083981
5/13/2015 2:33	OTHER OFFENSES	RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER	Wednesday	TARAVAL	NONE	1400 Block of 17TH AV	-122.4748575	37.76083981
5/13/2015 2:30	SUSPICIOUS OCC	INVESTIGATIVE DETENTION	Wednesday	BAYVIEW	NONE	200 Block of PENNSYLVANIA AV	-122.3936272	37.7636628
5/13/2015 2:22	BURGLARY	"BURGLARY, VEHICLE (ARREST MADE)"	Wednesday	TARAVAL	"ARREST, BOOKED"	34TH AV / VICENTE ST	-122.4915243	37.73861332
5/13/2015 2:22	STOLEN PROPERTY	"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING"	Wednesday	TARAVAL	"ARREST, BOOKED"	34TH AV / VICENTE ST	-122.4915243	37.73861332
5/13/2015 2:22	OTHER OFFENSES	CONSPIRACY	Wednesday	TARAVAL	"ARREST, BOOKED"	34TH AV / VICENTE ST	-122.4915243	37.73861332
5/13/2015 2:18	NON-CRIMINAL	"AIDED CASE, INJURED PERSON"	Wednesday	MISSION	NONE	2000 Block of MARKET ST	-122.4269556	37.76924706
5/13/2015 2:18	NON-CRIMINAL	LOST PROPERTY	Wednesday	MISSION	NONE	2000 Block of MARKET ST	-122.4269556	37.76924706
5/13/2015 2:04	NON-CRIMINAL	"STAY AWAY OR COURT ORDER, NON-DV RELATED"	Wednesday	CENTRAL	"ARREST, BOOKED"	400 Block of STOCKTON ST	-122.4069776	37.7899181
5/13/2015 2:00	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Wednesday	TARAVAL	NONE	2200 Block of 21ST AV	-122.4779603	37.74573894
5/13/2015 2:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Wednesday	TARAVAL	NONE	47TH AV / ORTEGA ST	-122.5063466	37.75105018
5/13/2015 1:17	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Wednesday	TARAVAL	NONE	33RD AV / ULLOA ST	-122.4905619	37.74052225
5/13/2015 1:03	OTHER OFFENSES	TRAFFIC VIOLATION	Wednesday	INGLESIDE	"ARREST, BOOKED"	ATHENS ST / AMAZON AV	-122.4336394	37.71475332
5/13/2015 1:00	NON-CRIMINAL	LOST PROPERTY	Wednesday	CENTRAL	NONE	600 Block of GEARY ST	-122.4140108	37.786677
5/13/2015 1:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Wednesday	CENTRAL	NONE	700 Block of POST ST	-122.4141794	37.78750248
5/13/2015 1:00	ROBBERY	"ROBBERY, BODILY FORCE"	Wednesday	SOUTHERN	NONE	3RD ST / MISSION ST	-122.4020277	37.78624835
5/13/2015 0:56	DRIVING UNDER THE INFLUENCE	DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL	Wednesday	TARAVAL	"ARREST, BOOKED"	19TH AV / WAWONA ST	-122.4752879	37.73745272
5/13/2015 0:56	OTHER OFFENSES	TRAFFIC VIOLATION ARREST	Wednesday	TARAVAL	"ARREST, BOOKED"	19TH AV / WAWONA ST	-122.4752879	37.73745272
5/13/2015 0:48	WARRANTS	WARRANT ARREST	Wednesday	INGLESIDE	"ARREST, BOOKED"	3100 Block of MISSION ST	-122.4187328	37.74749553
5/13/2015 0:40	NON-CRIMINAL	"STAY AWAY OR COURT ORDER, NON-DV RELATED"	Wednesday	CENTRAL	NONE	900 Block of LEAVENWORTH ST	-122.4155357	37.78978741
5/13/2015 0:40	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Wednesday	SOUTHERN	"ARREST, BOOKED"	BRYANT ST / 6TH ST	-122.4025276	37.77603828
5/13/2015 0:12	OTHER OFFENSES	TRAFFIC VIOLATION	Wednesday	MISSION	"ARREST, BOOKED"	GUERRERO ST / 18TH ST	-122.423803	37.76156559
5/13/2015 0:01	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	Wednesday	RICHMOND	NONE	300 Block of 11TH AV	-122.4697662	37.78171356
5/13/2015 0:01	ASSAULT	INFLICT INJURY ON COHABITEE	Wednesday	RICHMOND	NONE	300 Block of 11TH AV	-122.4697662	37.78171356
5/13/2015 0:01	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	Wednesday	TENDERLOIN	NONE	200 Block of EDDY ST	-122.4118001	37.78408904
5/13/2015 0:01	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER	Wednesday	INGLESIDE	NONE	400 Block of EDINBURGH ST	-122.4313713	37.72196757
5/13/2015 0:01	NON-CRIMINAL	LOST PROPERTY	Wednesday	INGLESIDE	NONE	MISSION ST / PERSIA AV	-122.4359772	37.72312883
5/12/2015 23:45	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	PARK	"ARREST, BOOKED"	PAGE ST / BRODERICK ST	-122.4389015	37.77199001
5/12/2015 23:30	WEAPON LAWS	DISCHARGE FIREARM AT AN INHABITED DWELLING	Tuesday	BAYVIEW	NONE	900 Block of CONNECTICUT ST	-122.3972019	37.75353512
5/12/2015 23:10	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	MISSION	NONE	3200 Block of 17TH ST	-122.419004	37.7635176
5/12/2015 23:00	MISSING PERSON	MISSING ADULT	Tuesday	PARK	NONE	0 Block of SHRADER ST	-122.4528398	37.77451454
5/12/2015 23:00	NON-CRIMINAL	LOST PROPERTY	Tuesday	TENDERLOIN	NONE	100 Block of ELLIS ST	-122.4082707	37.78549414
5/12/2015 23:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	INGLESIDE	NONE	0 Block of TIOGA AV	-122.4040427	37.71614902
5/12/2015 22:37	ROBBERY	ROBBERY OF A CHAIN STORE WITH A GUN	Tuesday	TARAVAL	NONE	3000 Block of SAN JOSE AV	-122.4574412	37.70984278
5/12/2015 22:37	OTHER OFFENSES	TRAFFIC VIOLATION	Tuesday	BAYVIEW	"ARREST, BOOKED"	NEWHALL ST / HUDSON AV	-122.388275	37.74004674
5/12/2015 22:36	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	TARAVAL	"ARREST, BOOKED"	19TH AV / MORAGA ST	-122.4765554	37.75610807
5/12/2015 22:35	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Tuesday	SOUTHERN	NONE	300 Block of 3RD ST	-122.3983743	37.7834196
5/12/2015 22:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	MISSION	NONE	2000 Block of MARKET ST	-122.4276823	37.7683148
5/12/2015 22:30	VEHICLE THEFT	STOLEN MOTORCYCLE	Tuesday	MISSION	NONE	400 Block of BARTLETT ST	-122.4193907	37.7497537
5/12/2015 22:25	KIDNAPPING	FALSE IMPRISONMENT	Tuesday	CENTRAL	"ARREST, BOOKED"	200 Block of KEARNY ST	-122.4039157	37.79053899
5/12/2015 22:25	SEX OFFENSES FORCIBLE	"PENETRATION, FORCED, WITH OBJECT"	Tuesday	CENTRAL	"ARREST, BOOKED"	200 Block of KEARNY ST	-122.4039157	37.79053899
5/12/2015 22:25	SEX OFFENSES FORCIBLE	"ORAL COPULATION, UNLAWFUL (ADULT VICTIM)"	Tuesday	CENTRAL	"ARREST, BOOKED"	200 Block of KEARNY ST	-122.4039157	37.79053899
5/12/2015 22:23	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	MISSION	"ARREST, BOOKED"	24TH ST / POTRERO AV	-122.4063384	37.75300429
5/12/2015 22:07	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	NORTHERN	NONE	GEARY BL / FILLMORE ST	-122.4329146	37.78435334
5/12/2015 22:02	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	NORTHERN	"ARREST, BOOKED"	POST ST / POLK ST	-122.4199301	37.78682621
5/12/2015 22:00	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	SOUTHERN	"ARREST, BOOKED"	800 Block of BRYANT ST	-122.4034048	37.77542071
5/12/2015 22:00	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	800 Block of SANSOME ST	-122.402205	37.79796746
5/12/2015 22:00	FRAUD	FRAUDULENT USE OF AUTOMATED TELLER CARD	Tuesday	CENTRAL	NONE	1400 Block of STOCKTON ST	-122.4090315	37.79925319
5/12/2015 22:00	SECONDARY CODES	ATM RELATED CRIME	Tuesday	CENTRAL	NONE	1400 Block of STOCKTON ST	-122.4090315	37.79925319
5/12/2015 22:00	LARCENY/THEFT	GRAND THEFT FROM A BUILDING	Tuesday	INGLESIDE	NONE	4600 Block of MISSION ST	-122.4356218	37.72349132
5/12/2015 22:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	RICHMOND	NONE	2400 Block of BUSH ST	-122.437597	37.78654859
5/12/2015 22:00	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	INGLESIDE	NONE	300 Block of TERESITA BL	-122.4498594	37.74135094
5/12/2015 22:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	INGLESIDE	NONE	0 Block of HANOVER ST	-122.4398114	37.71009648
5/12/2015 22:00	OTHER OFFENSES	TAMPERING WITH A VEHICLE	Tuesday	TARAVAL	NONE	400 Block of RANDOLPH ST	-122.4666544	37.71422164
5/12/2015 22:00	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	TARAVAL	NONE	10TH AV / MORAGA ST	-122.4668619	37.75653395
5/12/2015 21:45	VEHICLE THEFT	STOLEN MOTORCYCLE	Tuesday	NORTHERN	NONE	0 Block of SANCHEZ ST	-122.4312033	37.76844569
5/12/2015 21:40	LARCENY/THEFT	GRAND THEFT FROM PERSON	Tuesday	SOUTHERN	NONE	0 Block of MISSION ST	-122.3928891	37.7935386
5/12/2015 21:39	FRAUD	"FORGERY, CREDIT CARD"	Tuesday	CENTRAL	NONE	500 Block of NORTHPOINT ST	-122.4162808	37.80629468
5/12/2015 21:30	TRESPASS	TRESPASSING	Tuesday	RICHMOND	NONE	300 Block of 7TH AV	-122.4653522	37.78191292
5/12/2015 21:30	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	INGLESIDE	NONE	3200 Block of MISSION ST	-122.4205263	37.74472547
5/12/2015 21:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	MISSION	NONE	VALENCIA ST / 14TH ST	-122.4222016	37.76814038
5/12/2015 21:21	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	TARAVAL	NONE	1100 Block of OCEAN AV	-122.4556159	37.72385901
5/12/2015 21:20	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	100 Block of GREEN ST	-122.4017108	37.80036704
5/12/2015 21:20	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO	Tuesday	CENTRAL	NONE	100 Block of GREEN ST	-122.4017108	37.80036704
5/12/2015 21:13	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	BAYVIEW	NONE	2600 Block of SAN BRUNO AV	-122.403907	37.72820559
5/12/2015 21:10	LARCENY/THEFT	GRAND THEFT FROM PERSON	Tuesday	SOUTHERN	NONE	FRANKLIN ST / MARKET ST	-122.420255	37.77435817
5/12/2015 21:08	LARCENY/THEFT	THEFT OF COMPUTERS OR CELL PHONES	Tuesday	CENTRAL	NONE	700 Block of POST ST	-122.4141794	37.78750248
5/12/2015 21:00	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Tuesday	SOUTHERN	NONE	200 Block of MARKET ST	-122.3970342	37.79282365
5/12/2015 21:00	ASSAULT	BATTERY	Tuesday	INGLESIDE	NONE	0 Block of BROOKDALE AV	-122.4208641	37.71219983
5/12/2015 21:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	TARAVAL	NONE	2200 Block of 44TH AV	-122.5026049	37.744653
5/12/2015 21:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	700 Block of POST ST	-122.4141794	37.78750248
5/12/2015 21:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	TARAVAL	NONE	2200 Block of 46TH AV	-122.5047488	37.74455862
5/12/2015 21:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	INGLESIDE	NONE	ALEMANY BL / ONONDAGA AV	-122.4386424	37.72162637
5/12/2015 21:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	MISSION	NONE	26TH ST / DOLORES ST	-122.424845	37.74863252
5/12/2015 20:55	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	TARAVAL	NONE	1100 Block of OCEAN AV	-122.4556159	37.72385901
5/12/2015 20:45	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	INGLESIDE	NONE	0 Block of FRANCONIA ST	-122.4082621	37.74677964
5/12/2015 20:35	NON-CRIMINAL	"AIDED CASE, SICK PERSON"	Tuesday	TENDERLOIN	NONE	100 Block of EDDY ST	-122.4101352	37.78418891
5/12/2015 20:30	VEHICLE THEFT	STOLEN TRUCK	Tuesday	BAYVIEW	NONE	1300 Block of INDIANA ST	-122.3907317	37.75392407
5/12/2015 20:30	BURGLARY	"BURGLARY, UNLAWFUL ENTRY"	Tuesday	MISSION	NONE	600 Block of ELIZABETH ST	-122.4352962	37.75207974
5/12/2015 20:30	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	PARK	NONE	0 Block of CRESTLINE DR	-122.4464321	37.75024106
5/12/2015 20:30	OTHER OFFENSES	TRAFFIC VIOLATION	Tuesday	BAYVIEW	"ARREST, BOOKED"	NEWHALL ST / LASALLE AV	-122.3905219	37.73754398
5/12/2015 20:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	BEACH ST / LARKIN ST	-122.4221994	37.80643511
5/12/2015 20:30	ASSAULT	BATTERY	Tuesday	SOUTHERN	NONE	7TH ST / MARKET ST	-122.4125153	37.78047775
5/12/2015 20:20	NON-CRIMINAL	AIDED CASE	Tuesday	TARAVAL	UNFOUNDED	1600 Block of 9TH AV	-122.4659228	37.75749235
5/12/2015 20:15	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	NORTHERN	NONE	400 Block of HAYES ST	-122.4237716	37.77683789
5/12/2015 20:10	LARCENY/THEFT	PETTY THEFT SHOPLIFTING	Tuesday	TARAVAL	NONE	3200 Block of 20TH AV	-122.4756475	37.72852806
5/12/2015 20:00	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO	Tuesday	CENTRAL	NONE	200 Block of POST ST	-122.4060002	37.78854062
5/12/2015 20:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	SOUTHERN	NONE	500 Block of BRANNAN ST	-122.3977132	37.77746967
5/12/2015 20:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	INGLESIDE	NONE	100 Block of ADDISON ST	-122.4325133	37.73775828
5/12/2015 20:00	FRAUD	"CREDIT CARD, THEFT BY USE OF"	Tuesday	SOUTHERN	NONE	200 Block of KING ST	-122.3931106	37.77731032
5/12/2015 19:55	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Tuesday	SOUTHERN	NONE	1200 Block of MARKET ST	-122.4154442	37.77802457
5/12/2015 19:44	PROSTITUTION	ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED	Tuesday	RICHMOND	"ARREST, BOOKED"	500 Block of 14TH AV	-122.4727078	37.77775288
5/12/2015 19:44	DRUG/NARCOTIC	POSSESSION OF HEROIN	Tuesday	RICHMOND	"ARREST, BOOKED"	500 Block of 14TH AV	-122.4727078	37.77775288
5/12/2015 19:44	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA	Tuesday	RICHMOND	"ARREST, BOOKED"	500 Block of 14TH AV	-122.4727078	37.77775288
5/12/2015 19:40	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	TENDERLOIN	"ARREST, BOOKED"	TAYLOR ST / EDDY ST	-122.4109552	37.78413995
5/12/2015 19:30	WARRANTS	WARRANT ARREST	Tuesday	MISSION	"ARREST, BOOKED"	2000 Block of MARKET ST	-122.4286937	37.76753154
5/12/2015 19:30	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA	Tuesday	MISSION	"ARREST, BOOKED"	2000 Block of MARKET ST	-122.4286937	37.76753154
5/12/2015 19:30	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	MISSION	NONE	500 Block of ELIZABETH ST	-122.4330813	37.75221241
5/12/2015 19:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	INGLESIDE	NONE	300 Block of TERESITA BL	-122.4497689	37.74143404
5/12/2015 19:30	NON-CRIMINAL	"STAY AWAY OR COURT ORDER, NON-DV RELATED"	Tuesday	MISSION	"ARREST, BOOKED"	2000 Block of MARKET ST	-122.4286937	37.76753154
5/12/2015 19:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	NORTHERN	NONE	STEINER ST / GEARY BL	-122.4345637	37.78415049
5/12/2015 19:25	ASSAULT	ASSAULT WITH CAUSTIC CHEMICALS	Tuesday	SOUTHERN	NONE	0 Block of THE EMBARCADERONORTH ST	-122.3883799	37.78331041
5/12/2015 19:20	OTHER OFFENSES	VIOLATION OF MUNICIPAL POLICE CODE	Tuesday	MISSION	"ARREST, BOOKED"	1900 Block of MISSION ST	-122.4196766	37.7658511
5/12/2015 19:20	NON-CRIMINAL	"STAY AWAY OR COURT ORDER, NON-DV RELATED"	Tuesday	MISSION	"ARREST, BOOKED"	1900 Block of MISSION ST	-122.4196766	37.7658511
5/12/2015 19:19	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	JONES ST / CHESTNUT ST	-122.4165145	37.80334672
5/12/2015 19:00	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	Tuesday	CENTRAL	NONE	700 Block of GEARY ST	-122.4156546	37.78646724
5/12/2015 19:00	ASSAULT	THREATS AGAINST LIFE	Tuesday	CENTRAL	NONE	700 Block of GEARY ST	-122.4156546	37.78646724
5/12/2015 19:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	MISSION	NONE	3100 Block of 17TH ST	-122.4156862	37.76361117
5/12/2015 19:00	BURGLARY	"BURGLARY, HOT PROWL, FORCIBLE ENTRY"	Tuesday	TARAVAL	NONE	2100 Block of 43RD AV	-122.5018015	37.74655645
5/12/2015 19:00	BURGLARY	"BURGLARY, UNLAWFUL ENTRY"	Tuesday	MISSION	NONE	500 Block of BARTLETT ST	-122.4191389	37.74857313
5/12/2015 19:00	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM"	Tuesday	CENTRAL	NONE	700 Block of PINE ST	-122.4085075	37.79109268
5/12/2015 19:00	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO	Tuesday	SOUTHERN	NONE	800 Block of BRYANT ST	-122.4034048	37.77542071
5/12/2015 19:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	BAYVIEW	NONE	18TH ST / CAROLINA ST	-122.4003915	37.76234644
5/12/2015 18:30	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	300 Block of BROADWAY ST	-122.4026861	37.7984278
5/12/2015 18:30	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE	Tuesday	BAYVIEW	NONE	1400 Block of INNES AV	-122.3861007	37.73800201
5/12/2015 18:30	NON-CRIMINAL	LOST PROPERTY	Tuesday	PARK	NONE	500 Block of DIVISADERO ST	-122.4375917	37.77455064
5/12/2015 18:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	SOUTHERN	NONE	5TH ST / TEHAMA ST	-122.4044079	37.78107596
5/12/2015 18:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	SOUTHERN	NONE	BRYANT ST / 4TH ST	-122.3980634	37.77956585
5/12/2015 18:18	VANDALISM	"MALICIOUS MISCHIEF, BREAKING WINDOWS"	Tuesday	MISSION	NONE	MISSION ST / 17TH ST	-122.4195157	37.76342923
5/12/2015 18:15	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	RICHMOND	NONE	600 Block of 3RD AV	-122.4606582	37.77643393
5/12/2015 18:15	NON-CRIMINAL	LOST PROPERTY	Tuesday	SOUTHERN	NONE	TOWNSEND ST / 4TH ST	-122.3949859	37.77709095
5/12/2015 18:11	LARCENY/THEFT	PETTY THEFT SHOPLIFTING	Tuesday	CENTRAL	"ARREST, BOOKED"	300 Block of POST ST	-122.4076129	37.7884486
5/12/2015 18:10	FRAUD	"CREDIT CARD, THEFT BY USE OF"	Tuesday	CENTRAL	NONE	1400 Block of STOCKTON ST	-122.4090315	37.79925319
5/12/2015 18:05	ASSAULT	BATTERY	Tuesday	INGLESIDE	NONE	4100 Block of MISSION ST	-122.4296149	37.7302697
5/12/2015 18:02	STOLEN PROPERTY	"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING"	Tuesday	TENDERLOIN	"ARREST, BOOKED"	POWELL ST / ELLIS ST	-122.4078542	37.7854922
5/12/2015 18:02	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE	Tuesday	TENDERLOIN	"ARREST, BOOKED"	POWELL ST / ELLIS ST	-122.4078542	37.7854922
5/12/2015 18:02	DRUG/NARCOTIC	POSSESSION OF MARIJUANA FOR SALES	Tuesday	TENDERLOIN	"ARREST, BOOKED"	POWELL ST / ELLIS ST	-122.4078542	37.7854922
5/12/2015 18:00	VEHICLE THEFT	STOLEN MOTORCYCLE	Tuesday	SOUTHERN	NONE	1200 Block of HOWARD ST	-122.4123497	37.77555585
5/12/2015 18:00	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM"	Tuesday	PARK	NONE	0 Block of LEVANT ST	-122.4421289	37.76425552
5/12/2015 18:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	RICHMOND	NONE	GEARY BL / 22ND AV	-122.4815165	37.78022271
5/12/2015 18:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	SOUTHERN	NONE	11TH ST / HARRISON ST	-122.4124833	37.77063059
5/12/2015 17:57	OTHER OFFENSES	TRAFFIC VIOLATION ARREST	Tuesday	MISSION	"ARREST, BOOKED"	19TH ST / SOUTH VAN NESS AV	-122.4170284	37.76036569
5/12/2015 17:57	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Tuesday	TARAVAL	NONE	19TH AV / WAWONA ST	-122.4752879	37.73745272
5/12/2015 17:57	DRUG/NARCOTIC	POSSESSION OF MARIJUANA FOR SALES	Tuesday	MISSION	"ARREST, BOOKED"	19TH ST / SOUTH VAN NESS AV	-122.4170284	37.76036569
5/12/2015 17:54	ROBBERY	ATTEMPTED ROBBERY WITH BODILY FORCE	Tuesday	SOUTHERN	NONE	MINNA ST / 5TH ST	-122.4059343	37.78229564
5/12/2015 17:51	OTHER OFFENSES	TRAFFIC VIOLATION	Tuesday	TENDERLOIN	"ARREST, BOOKED"	HYDE ST / ELLIS ST	-122.4160753	37.78444966
5/12/2015 17:50	WARRANTS	WARRANT ARREST	Tuesday	SOUTHERN	"ARREST, BOOKED"	700 Block of MISSION ST	-122.40307	37.78526863
5/12/2015 17:50	LARCENY/THEFT	PETTY THEFT SHOPLIFTING	Tuesday	SOUTHERN	"ARREST, BOOKED"	700 Block of MISSION ST	-122.40307	37.78526863
5/12/2015 17:45	ASSAULT	BATTERY	Tuesday	BAYVIEW	NONE	1000 Block of CONNECTICUT ST	-122.3972019	37.75353512
5/12/2015 17:44	LARCENY/THEFT	GRAND THEFT FROM A BUILDING	Tuesday	MISSION	NONE	2700 Block of MISSION ST	-122.4185872	37.75301865
